,date,title,author,publisher,description
3120,3/24/2019,THE CHEF, James Patterson and Max DiLallo,"Little, Brown","Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations."
3121,3/24/2019,THE LAST ROMANTICS, Tara Conklin,Morrow,A family crisis tests the bonds and ideals of a renowned poet and her siblings.
3122,3/24/2019,THE MALTA EXCHANGE, Steve Berry,Minotaur,The 14th book in the Cotton Malone series. The former Justice Department operative tangles with a rogue cardinal and an ancient sect of knights.
3123,3/24/2019,THE SILENT PATIENT, Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
3124,3/24/2019,THE ISLAND OF SEA WOMEN, Lisa See,Scribner,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.
3125,3/24/2019,THE BORDER, Don Winslow,Morrow,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.
3126,3/24/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3127,3/24/2019,UNTO US A SON IS GIVEN, Donna Leon,Atlantic Monthly,The 28th novel in the Commissario Guido Brunetti series. The Italian detective uncovers the secrets of a deceased family friend.
3128,3/24/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3129,3/24/2019,"BLACK LEOPARD, RED WOLF", Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
3130,3/24/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3131,3/17/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3132,3/17/2019,THE CHEF, James Patterson and Max DiLallo,"Little, Brown","Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations."
3133,3/17/2019,THE BORDER, Don Winslow,Morrow,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.
3134,3/17/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3135,3/17/2019,THE SILENT PATIENT, Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
3136,3/17/2019,CHOCOLATE CREAM PIE MURDER, Joanne Fluke,Kensington,Hannah Swensen teams up with a former lover to find out who left a dead body in her bedroom.
3137,3/17/2019,NINE PERFECT STRANGERS, Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
3138,3/17/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3139,3/17/2019,NEVER TELL, Lisa Gardner,Dutton,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.
3140,3/17/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3141,3/17/2019,THE PRIORY OF THE ORANGE TREE, Samantha Shannon,Bloomsbury,Queen Sabran the Ninth must conceive a daughter to protect her realm from a dragon.
3142,3/17/2019,"BLACK LEOPARD, RED WOLF", Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
3143,3/17/2019,CIRCE, Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
3144,3/17/2019,THE GREAT ALONE, Kristin Hannah,St. Martin's,A former prisoner of war moves his family to Alaska.
3145,3/17/2019,CONNECTIONS IN DEATH, J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
3146,3/10/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3147,3/10/2019,THE CHEF, James Patterson and Max DiLallo,"Little, Brown","Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations."
3148,3/10/2019,NEVER TELL, Lisa Gardner,Dutton,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.
3149,3/10/2019,THE SILENT PATIENT, Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
3150,3/10/2019,"BLACK LEOPARD, RED WOLF", Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
3151,3/10/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3152,3/10/2019,MISSION CRITICAL, Mark Greaney,Berkley,The eighth book in the Gray Man series. Court Gentry must track down assassins.
3153,3/10/2019,CONNECTIONS IN DEATH, J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
3154,3/10/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3155,3/10/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3156,3/10/2019,CIRCE, Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
3157,3/10/2019,THE WEDDING GUEST, Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
3158,3/10/2019,THE LAST ROMANTICS, Tara Conklin,Morrow,A family crisis tests the bonds and ideals of a renowned poet and her siblings.
3159,3/10/2019,LOVE POEMS FOR MARRIED PEOPLE, John Kenney,Putnam,Humorous musings on the ways long-term partners tolerate each other.
3160,3/10/2019,DEVOTIONS, Mary Oliver,Penguin Press,A collection of more than 200 poems spanning 50 years of the author’s career.
3161,3/3/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3162,3/3/2019,"BLACK LEOPARD, RED WOLF", Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
3163,3/3/2019,CONNECTIONS IN DEATH, J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
3164,3/3/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3165,3/3/2019,THE SILENT PATIENT, Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
3166,3/3/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3167,3/3/2019,DEVOTIONS, Mary Oliver,Penguin Press,A collection of more than 200 poems spanning 50 years of the author’s career.
3168,3/3/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3169,3/3/2019,LOVE POEMS FOR MARRIED PEOPLE, John Kenney,Putnam,Humorous musings on the ways long-term partners tolerate each other.
3170,3/3/2019,EARLY RISER, Jasper Fforde,Viking,Charlie Worthing investigates an outbreak of viral dreams killing a hibernating human population.
3171,3/3/2019,THE NIGHT TIGER, Yangsze Choo,Flatiron,"In 1930s colonial Malaysia, dangers encroach upon a dressmaker's apprentice and a houseboy as they seek to help others close to them."
3172,3/3/2019,LIAR LIAR, James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
3173,3/3/2019,THE WEDDING GUEST, Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
3174,3/3/2019,CIRCE, Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
3175,3/3/2019,THE LAST ROMANTICS, Tara Conklin,Morrow,A family crisis tests the bonds and ideals of a renowned poet and her siblings.
3176,2/24/2019,THE SILENT PATIENT, Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
3177,2/24/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3178,2/24/2019,CONNECTIONS IN DEATH, J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
3179,2/24/2019,"BLACK LEOPARD, RED WOLF", Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
3180,2/24/2019,DEVOTIONS, Mary Oliver,Penguin Press,A collection of more than 200 poems spanning 50 years of the author’s career.
3181,2/24/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3182,2/24/2019,THE WEDDING GUEST, Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
3183,2/24/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3184,2/24/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3185,2/24/2019,LIAR LIAR, James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
3186,2/24/2019,STRANGER THINGS: SUSPICIOUS MINDS, Gwenda Bond,Del Rey,Terry Ives signs up to be a test subject of a government experiment to get to the bottom of a conspiracy.
3187,2/24/2019,THE LAST ROMANTICS, Tara Conklin,Morrow,A family crisis tests the bonds and ideals of a renowned poet and her siblings.
3188,2/24/2019,THE LOST MAN, Jane Harper,Flatiron,Nathan and Bub Bright find their other brother dead at the border of their cattle ranches in the Australian outback.
3189,2/24/2019,CIRCE, Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
3190,2/24/2019,I OWE YOU ONE, Sophie Kinsella,The Dial Press,A series of debts between Fixie Farr and a handsome stranger involves her childhood crush.
3191,2/17/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3192,2/17/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3193,2/17/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3194,2/17/2019,LIAR LIAR, James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
3195,2/17/2019,CRUCIBLE, James Rollins,Morrow,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.
3196,2/17/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3197,2/17/2019,CIRCE, Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
3198,2/17/2019,TURNING POINT, Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
3199,2/17/2019,THE ONLY WOMAN IN THE ROOM, Marie Benedict,Sourcebooks Landmark,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.
3200,2/17/2019,DEVOTIONS, Mary Oliver,Penguin Press,A collection of more than 200 poems spanning 50 years of the author’s career.
3201,2/17/2019,THE NEW IBERIA BLUES, James Lee Burke,Simon &amp; Schuster,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.
3202,2/17/2019,NINE PERFECT STRANGERS, Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
3203,2/17/2019,EVERY BREATH, Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
3204,2/17/2019,JUDGMENT, Joseph Finder,Dutton,"Juliana Brody, a judge in the Superior Court of Massachusetts, has a one-night stand that might be her undoing."
3205,2/17/2019,OUT OF THE DARK, Gregg Hurwitz,Minotaur,The fourth book in the Orphan X series.
3206,2/10/2019,WHERE THE CRAWDADS SING, Delia Owens,Putnam,A woman who survived alone in the marsh becomes a murder suspect.
3207,2/10/2019,CRUCIBLE, James Rollins,Morrow,Monk Kokkalis and Commander Gray Pierce use arcane clues in hopes of preventing a potential apocalypse.
3208,2/10/2019,AN ANONYMOUS GIRL, Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
3209,2/10/2019,LIAR LIAR, James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
3210,2/10/2019,THE RECKONING, John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
3211,2/10/2019,TURNING POINT, Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
3212,2/10/2019,THE GOLDEN TRESSES OF THE DEAD, Alan Bradley,Delacorte,"Flavia de Luce, a 12-year-old detective, is on the case when a human finger ends up in her sister’s wedding cake."
3213,2/10/2019,FIRE AND BLOOD, George R.R. Martin,Bantam,The first volume of the two-part history of the Targaryens in Westeros.
3214,2/10/2019,THE ONLY WOMAN IN THE ROOM, Marie Benedict,Sourcebooks Landmark,Hedy Lamarr flees to Hollywood where she becomes a screen star and develops technology that might combat the Nazis.
3215,2/10/2019,THE NEW IBERIA BLUES, James Lee Burke,Simon &amp; Schuster,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.
